Catalog#,Artist,Title,Label,Format,Rating,Released,release_id,Collection Folder,Date Added,Collection Media Condition,Collection Sleeve Condition,Collection Notes
MD-510,Tod Foster,Dancin',RCA,"12""",,1979,210553,Uncategorized,,,,
PC  5919,Roboterwerke,The Lion Sleeps Tonight / High On Tech,"RCA, RCA Victor","12""",,1981,605520,Uncategorized,,,,
PD-11457,Machine,There But For The Grace Of God Go I,"RCA Victor, Hologram Records (3)","12""",,1979,79308,Uncategorized,,,,
REACT CD 227,Carl Craig,The Workout,React,"2xCD, Mixed, Comp",,2002,82458,Uncategorized,,,,
ROI 008,"Rurals, The",Corker,Records Of Interest,"12""",4,2000,15483,Uncategorized,,,,
RR 007,Ris,Love-N-Music,Relish Records,"12""",,2004,240065,Uncategorized,,,,
CAT 029 LP,DMX Krew,Sound Of The Street,Rephlex,2xLP,5,1996,22023,Uncategorized,,,,
CAT 047 R EP,DMX Krew,You Can't Hide Your Love (Remixes),Rephlex,"12"", Promo",,1997,72823,Uncategorized,,,,
CAT 086 P,DMX Krew,Good Time Girl / Denki No Merodi,Rephlex,"7"", Pic, Shape",5,1999,31022,Uncategorized,,,,
CAT 128 CD,Transllusion,L.I.F.E.,Rephlex,CD,,2002,66542,Uncategorized,,,,
CAT 128 LP,Transllusion,L.I.F.E.,Rephlex,LP,,2002,72140,Uncategorized,,,,
CAT 146 EP,Black Devil,Disco Club,Rephlex,"12"", EP",,2004,230273,Uncategorized,,,,
DMX 017 EP,DMX Krew,17 Ways To Break My Heart,Rephlex,"12""",,1998,47048,Uncategorized,,,,
RONG 002,How & Why?,Cruising,Rong Music,"12""",,2004,244517,Uncategorized,,,,
RONG 003,Mudd,Adventures In Bricket Wood,Rong Music,"12""",,2004,284828,Uncategorized,,,,
RONG 004,Tussle,Disco D'Oro,Rong Music,"12""",,2004,317759,Uncategorized,,,,
RONG 006,Mudd,Adventures In Bricket Wood #2,Rong Music,"12""",,2004,343055,Uncategorized,,,,
RONG 007,Barfly (2),Street Talk,Rong Music,"12""",,2004,383606,Uncategorized,,,,
RONG 009,Tussle,Disco D'Oro #2,Rong Music,"12""",,2005,427872,Uncategorized,,,,
RONG 009,Tussle,Disco D'Oro #2,Rong Music,"12""",,2005,427872,Uncategorized,,,,
RONG 010,Woolfy / Projections,Split EP,Rong Music,"12""",,2005,480966,Uncategorized,,,,
RPR00,How & Why?,Re-Edits,Rong Music,"12""",,2004,237051,Uncategorized,,,,
RPR66,Prins Thomas,Diskomiks EP,Rong Music,"12"", EP",,2005,387095,Uncategorized,,,,
RPR88,"Drunk, The",Re-Edits,Rong Music,"12""",,2004,323336,Uncategorized,,,,
Roulé 304,Roy Davis Jr*,Rock Shock,Roulé,"12""",,1998,8090,Uncategorized,,,,
RH VD 3,House Of Jezebel,Love & Happiness,Rush Hour Recordings,"12""",,2010,2555537,Uncategorized,2010-12-20 06:42:56,,,
RH-TX 3,Ace & The Sandman / Jamie Principle,House Of Trax Vol. 3,"Rush Hour Recordings, Trax Records","12"", RE",,2010,2174914,Uncategorized,2010-11-18 13:06:27,,,
safety_copy_09,Various,Safety_Copy_09,Safety Copy,"12"", Unofficial, Ltd, Cle",,2010,2302978,Uncategorized,2010-12-20 06:19:00,,,
safety_copy_10,Various,Safety_Copy_10,Safety Copy,"12"", Ltd, Unofficial, Cle",,2010,2580188,Uncategorized,2010-12-20 06:18:46,,,
SKA008,Boards Of Canada,Hi Scores,Skam,"12"", RP",,1999,1177164,Uncategorized,2010-12-11 14:41:19,Very Good (VG),Poor (P),
TRIBUTE,Smith N Hack,Tribute,Smith N Hack,2xLP,3,2002,35150,Uncategorized,,,,
COL 4982422-000,Hooverphonic,The Magnificent Tree,Sony Music Entertainment (Belgium),"CD, Album",3,2000,36135,Uncategorized,,,,
01-489561-10,Saint Etienne,Good Humor,Sony Music Entertainment Inc.,CD,,1998,132193,Uncategorized,,,,
587 346-1,Modjo,What I Mean,Sound Of Barclay,"12""",,2001,65545,Uncategorized,,,,
"PL 5112-RRS, TR-520735",Quest (9),Mind Games,"Sound Pak, Sound Pak","12""",,1985,96180,Uncategorized,2010-11-18 13:00:28,,,
SS009,Theo Parrish,Parallel Dimensions,Sound Signature,"CD, Album",,2000,176839,Uncategorized,,,,
SST 05,Sound Stream,All Night,Sound Stream,"12""",,2010,2513399,Uncategorized,2010-12-20 06:41:15,,,
SH 02,Soundhack,Soundhack 2,Soundhack,"12""",4,2000,32100,Uncategorized,,,,
SH-01,Soundhack,Soundhack #1,Soundhack,"12""",5,1997,32099,Uncategorized,,,,
SH-03,Soundhack,Soundkit E.P.,Soundhack,"12"", EP",,2002,68450,Uncategorized,,,,
SPC-04,Osborne / DMX Krew,Bout Ready To Jak / I Won't Forget,Spectral Sound,"12""",5,2002,58865,Uncategorized,,,,
BTV10 002,Art Of Love,Looking Through The Night,Squish,"12""",,1983,215858,Uncategorized,,,,
BTV10 004,Mr. Flagio,Get The Night,Squish,"12""",,1984,215864,Uncategorized,,,,
SSR 147,Various,Freezone 2: Variations On A Chill,SSR Records,"2xCD, Comp",4,1995,8643,Uncategorized,,,,
SSR 167,Various,Freezone 3 - Horizontal Dancing,SSR Records,"2xCD, Comp",4,1996,6640,Uncategorized,,,,
SSR 187,Various,Freezone 4 - Dangerous Lullabies,SSR Records,"CD, Comp + CD, Comp, Enh",4,1997,6641,Uncategorized,,,,
SSR 207,Various,Freezone 5 - The Radio Is Teaching My Goldfish Ju-jitsu,SSR Records,"2xCD, Comp",3,1998,14819,Uncategorized,,,,
SSR 227,Various,Freezone 6: Fourth Person Singular,SSR Records,"2xCD, Comp",4,1999,6639,Uncategorized,,,,
Stilleben 016,Various,Stilleben 016,Stilleben Records,LP,,2002,90802,Uncategorized,,,,
STILLEBEN 023,Various,Gothenburg Electro City 1,Stilleben Records,"12""",,2004,285100,Uncategorized,,,,
stillebenrecords 022,Monkeyshop,Niagara Flow,Stilleben Records,"12""",,2004,307253,Uncategorized,,,,
SLR001,Legowelt,Dark Days,Strange Life Records,"CDr, Comp",,2004,350905,Uncategorized,,,,
SLR005,Venom 18,Mystery Organisation,Strange Life Records,"12""",,2005,515794,Uncategorized,,,,
SLR007,Legowelt,The Land Of Lonzo,Strange Life Records,"12""",,2006,689385,Uncategorized,,,,
!K7067cd,Dave Clarke,Electro Boogie Vol. 2 - The Throwdown,Studio !K7,"CD, Mixed, Comp",5,1998,1018,Uncategorized,,,,
!K7097EP,Herbert*,Leave Me Now,Studio !K7,"12""",4,2001,3991,Uncategorized,,,,
!K7097LP,Herbert*,Bodily Functions,Studio !K7,"3x12"", Album",5,2001,36995,Uncategorized,,,,
!K7128LP,Swayzak,Dirty Dancing,Studio !K7,2xLP,,2002,76035,Uncategorized,,,,
!K7097CD,Herbert*,Bodily Functions,Studio !K7,"CD, Album",5,2001,4029,Uncategorized,,,,
"!K7140CD, !K7140 CD",Tosca,Dehli9,"Studio !K7, Studio !K7","2xCD, Album, Dig",,2003,116831,Uncategorized,,,,
SPCD 466,Saint Etienne,Places To Visit,Sub Pop Records,"CD, EP",,1999,38891,Uncategorized,,,,
SPCD 509,Saint Etienne,Sound Of Water,Sub Pop Records,CD,,2000,38864,Uncategorized,,,,
SVE-6,Drexciya,Drexciya III - Molecular Enhancement,Submerge Recordings,"12""",5,1995,19943,Uncategorized,,,,
SS-420,Matrix (13),Stay (I Need Your Love) / Take Me Up,Sugarscoop Records,"12""",,1982,330941,Uncategorized,2010-08-20 08:04:22,,,
ST 1004,Quick & Brite,Taking Care Of Business,Supertracks,"12""",,2001,68238,Uncategorized,,,,
supremat 03,Transllusion,The Opening Of The Cerebral Gate,Supremat,"CD, Album, Dig",,2001,55980,Uncategorized,,,,
SUPR 006,Disco/Very / Sam-Jam / Discognosis,Get It On / Dance N Chant / Step By Step,Supreme Records (2),"12"", Unofficial",,2006,643517,Uncategorized,,,,
SUPR 002,Double / Titanic (3),Woman Of The World / Macumba (Tangoterje Edits),Supreme Records (2),"12""",,2004,473296,Uncategorized,,,,
SUPR 007,Various,Diamonds Dub / Give Me Your Love / Black Magic (Tangoterje Edits),Supreme Records (2),"12"", Unofficial",,2006,776324,Uncategorized,2010-11-16 07:10:31,,,
SUPR 008,Tangoterje,I Want Your Love / Sweet Dynamite,Supreme Records (2),"12""",,2008,1269728,Uncategorized,2010-11-16 07:12:10,,,
SK 002,Ari Jukka,Floor Funk,Svek,"12""",,1996,58168,Uncategorized,,,,
SK 004,Alexi Delano,10 Inch Madness,Svek,"10""",3,1996,20208,Uncategorized,,,,
SK 007,Charlie - H*,Plug EP,Svek,"12"", EP",,1996,56647,Uncategorized,,,,
SK 011,J. Dahlbäck*,The Persuader,Svek,"12""",5,1997,25585,Uncategorized,,,,
SK 014,Mr. James Barth,High Society,Svek,"12""",3,1997,35587,Uncategorized,,,,
SK 015,A.D.N.Y.*,We Are Svek,Svek,"12""",5,1997,9351,Uncategorized,,,,
SK 016,"Mr. Barth* & Persuader, The",Snorkelmannen Ø Hans Vänner,Svek,"12""",,1997,62584,Uncategorized,,,,
SK 025,Mr. James Barth & A.D.,Knockin' Boots Vol 1 Of 2,Svek,"12""",5,1998,6,Uncategorized,,,,
SK 026,Mr. James Barth & A.D.,Knockin' Boots Vol 2 Of 2,Svek,"12""",5,1998,2,Uncategorized,,,,
SK 042,Sunday Brunch,Things You Said,Svek,"12""",4,2000,149,Uncategorized,,,,
SK 046,Universal Funk,Roots,Svek,"12""",,2000,129498,Uncategorized,,,,
SK 047,Forme,Aqua-Note,Svek,"12""",5,2000,15913,Uncategorized,,,,
SK 048,Bjørn Torske,Aerosoles,Svek,"12""",,2000,19806,Uncategorized,,,,
SK003,Gene Hunt,Comin' Your Way,Svek,"12""",3,1996,20205,Uncategorized,,,,
SK017,"Persuader, The",Stockholm By Night,Svek,"12""",5,1997,4664,Uncategorized,,,,
SK018,A.D.N.Y*,On 10 Inch,Svek,"10""",4,1997,12763,Uncategorized,,,,
SK019,Dr. Nobody,The Big Bang Theory,Svek,"12""",3,1997,119,Uncategorized,,,,
SK020,"Persuader, The",Morgon Sol,Svek,"12""",5,1998,101,Uncategorized,,,,
SK021,Conceiled Project,Pattern 1 - 4,Svek,"12""",5,1998,44,Uncategorized,,,,
SK027,"Stephan Grieder & Persuader, The",Pleasure,Svek,"12""",4,1998,401,Uncategorized,,,,
SK028,"Persuader, The",A View From Slussen,Svek,"12""",5,1998,400,Uncategorized,,,,
SK030,Nordelius & Ressle,Fallbacklick's,Svek,"12""",5,1999,398,Uncategorized,,,,
SK031,Tore* / Torske*,Battlestar XB-7 / Jeg Vil Være Søppelmann,Svek,"10""",5,1999,402,Uncategorized,,,,
SK032,"Persuader, The",Stockholm,Svek,"2x12""",5,1999,1,Uncategorized,,,,
SK033,Mr. James Barth,Remixed For The Lords,Svek,"12""",3,1999,6874,Uncategorized,,,,
SK034,Sunday Brunch,Midsummer,Svek,"12""",5,1999,148,Uncategorized,,,,
SK035,Markus Enochson,Don't Walk Away,Svek,"12""",4,1999,21058,Uncategorized,,,,
SK036,Torske*,Sexy Disco,Svek,"10""",5,1999,13090,Uncategorized,,,,
SK060,Sunday Brunch,Remixes,Svek,"12""",,2003,82548,Uncategorized,,,,
SK061,Sunday Brunch,When It All Comes To This,Svek,"12""",,2003,144203,Uncategorized,,,,
SK062,Air Frog,Leave Me Now,Svek,"12""",,2003,126994,Uncategorized,,,,
SKCD 001,Various,The Lords Of Svek - Vol. 1,Svek,"CD, Comp",5,1997,17086,Uncategorized,,,,
SKCD 002,Various,The Lords Of Svek Vol. 2,Svek,"CD, Comp",4,1997,17087,Uncategorized,,,,
SKCD 007,Various,The Lords Of Svek Vol. 4,Svek,"CD, Comp",5,1998,5955,Uncategorized,,,,
SKCD 009,Various,The Lords Of Svek - Galaxy,Svek,"CD, Comp",5,1999,17089,Uncategorized,,,,
SKCD 011,Svek Presents DJ I.N.C.,Tha Afterset Sessions,Svek,"CD, Album",1,2000,20632,Uncategorized,,,,
SKCD 013,Svek,Defender,Svek,"CD, Comp",,2002,45094,Uncategorized,,,,
SKCD008,"Persuader, The",Stockholm,Svek,"CD, Album",5,1999,24200,Uncategorized,,,,
SKCD010,Various,The Lords Of Svek - Stars,Svek,"CD, Comp, Dig",5,2000,949,Uncategorized,,,,
SKCD012,Stephan Grieder,The Daydreamer,Svek,"CD, Comp, Mixed, Dig",4,2000,19210,Uncategorized,,,,
SKLP001,Mr. James Barth,Stealin' Music,Svek,"2xLP, Album",5,1998,35590,Uncategorized,,,,
"SK037, SK 037",Universal Funk,Smokin Love,"Svek, Svek","12""",5,1999,163,Uncategorized,,,,
"SK039, SK 039",Jesper Dahlbäck,Sand & Vatten,"Svek, Svek","12""",5,2000,156,Uncategorized,,,,
"SK040, SK 040",Conceiled Project,Definition Of D,"Svek, Svek","12""",4,2000,12607,Uncategorized,,,,
"SK041, SK 041",Brommage Dub,Trini,"Svek, Svek","12""",5,2000,414,Uncategorized,,,,
"SK044, SK 044",Various,The Lords Of Svek - Unreleased (Part 2),"Svek, Svek","12""",5,2000,33513,Uncategorized,,,,
"SK051, SK 051",Chris J,Midnight Dancer,"Svek, Svek","12""",2,2001,4133,Uncategorized,,,,
"SK052, SK 052",Forme,Aqua-Note (Part2),"Svek, Svek","12""",3,2001,4631,Uncategorized,,,,
"SK054, SK 054",Jesper Dahlbäck,Sommar EP,"Svek, Svek","12"", EP",3,2001,5742,Uncategorized,,,,
"SK055, SK 055","Persuader, The",Central Bron,"Svek, Svek","12""",5,2001,12362,Uncategorized,,,,
"SK056, SK 056",Sunday Brunch,No Resistance EP,"Svek, Svek","12"", EP",3,2001,36946,Uncategorized,,,,
"SK057, SK 057",Various,The Lords Of Svek - Unreleased [Part 3],"Svek, Svek","12""",4,2002,37310,Uncategorized,,,,
"SK058, SK 058",Air Frog,Mazuka,"Svek, Svek","12""",4,2002,38750,Uncategorized,,,,
"SK059, SK 059",Sunday Brunch,My World EP,"Svek, Svek","12"", EP",,2002,51112,Uncategorized,,,,
SWZ010,Swayzak,Ping Pong / Skoobar,Swayzak Recordings,"12""",4,2000,8979,Uncategorized,,,,
TR 1196,Various,The Perfect Beats Volume 1,Timber! Records,"3xLP, Comp",,1998,135458,Uncategorized,,,,
TR 1216,Various,The Perfect Beats Volume 2,Timber! Records,3xLP,,1998,135463,Uncategorized,,,,
T12-1003,Motion (3),Don't Stop,Tojo Productions,"12""",,1983,188785,Uncategorized,,,,
TOKTOKRECORDS 03,Toktok vs. Soffy O.,Day Of Mine (Ludicrous Idiots Remixes),Toktok Records,"12""",,2003,134248,Uncategorized,,,,
TS 007,Freak Electrique,P.H.A.S.E.R.,Top Secret/Test Series,"12"", W/Lbl, TP, Ltd",,2003,208863,Uncategorized,,,,
MS 12,Psyche,Crack Down,Transmat,"12""",5,1990,4679,Uncategorized,,,,
MS-15,Rhythim Is Rhythim,The Beginning,Transmat,"12""",4,1990,4687,Uncategorized,,,,
CTX CD 5001,Various,Trax Records: The 20th Anniversary Edition,Trax Records,"2xCD, Comp, Mixed + CD, Comp",,2004,254056,Uncategorized,,,,
TX112,Adonis,No Way Back,Trax Records,"12""",4,1986,27332,Uncategorized,,,,
TX117,Marshall Jefferson,The House Music Anthem,Trax Records,"12""",4,1986,4184,Uncategorized,,,,
Tresor  93,Mitja Prinz,Globus Mix Vol. 1 - Audiovideodiscoatmospheres,Tresor,CD,5,1998,22651,Uncategorized,,,,
Tresor 142,Daniel Bell,The Button Down Mind Of Daniel Bell (Globus Mix Vol. 4),Tresor,"CD, Mixed, Comp",5,2000,2814,Uncategorized,,,,
Tresor 146,Stewart S. Walker*,Reformation Of Negative Space EP,Tresor,"12"", EP",4,2000,18561,Uncategorized,,,,
Tresor. 191,Dave Tarrida,Globus Mix Vol. 6 - Dave Tarrida Plays Records,Tresor,"CD, Comp, Mixed",4,2002,35281,Uncategorized,,,,
Tresor.115,Rok,Sturm Und Drang - Globus Mix Vol.3,Tresor,"CD, Comp, Mixed",4,1999,7696,Uncategorized,,,,
TSU 6026,System F Featuring Marc Almond,Soul On Soul,Tsunami,"12""",5,2001,12485,Uncategorized,,,,
MARCD-017,Kenny Glasgow,Toronto Mix Sessions,Turbo,CD,2,2001,11603,Uncategorized,,,,
MARCD-018,Tiga,American Gigolo,Turbo,"CD, Comp, Mixed",5,2001,23559,Uncategorized,,,,
MARCD-023,Märtini Brös.,Pläy.,Turbo,"CD, Album",,2002,80823,Uncategorized,,,,
MARCD0022,Various,Turbo Studio Sessions Vol. 3,Turbo,"2xCD, Comp",,2002,61984,Uncategorized,,,,
TLP-01,ADNY,Selections '97-2000,Turbo,"2x12""",4,2000,470,Uncategorized,,,,
TRB60072,Various,Turbo Studio Sessions Vol. 2,Turbo,"CD, Comp, RE",,2001,170450,Uncategorized,,,,
TURBO-001,ADNY,Dreaming (Dahlbäck And Hulkkonen Remixes),Turbo,"12"", Maxi",3,2000,471,Uncategorized,,,,
TURBO-002,Jori Hulkkonen,Helsinki Mix Sessions,Turbo,2xLP,3,2000,3588,Uncategorized,,,,
TURBO-004,Mateo Murphy,Love Express EP,Turbo,"12"", EP, Maxi",3,2001,2575,Uncategorized,,,,
TURBO-009,TGV,TGV EP,Turbo,"12"", EP, Maxi",4,2002,30152,Uncategorized,,,,
TURBO-011,Märtini Brös.,Flash,Turbo,"12""",,2002,61150,Uncategorized,,,,
TURBO-015,FPU,Racer Car,Turbo,"12""",,2002,72549,Uncategorized,,,,
"MARCD-004, MARCD00042",Jesper Dahlbäck,Stockholm Mix Sessions,"Turbo, Turbo","CD, Comp, Mixed",5,1999,1220,Uncategorized,,,,
"MARCD-007, MARCD00072",Various,Turbo Studio Sessions Vol. 1,"Turbo, Turbo","CD, Comp",5,1999,3586,Uncategorized,,,,
"MARCD-009, MARCD00092",Lafleche,Montreal Mix Sessions Vol. 4,"Turbo, Turbo",CD,5,2000,1050,Uncategorized,,,,
"MARCD-011, MARCD00112",Jesper Dahlbäck,Stockholm Mix Sessions 2,"Turbo, Turbo","CD, Comp, Mixed",5,2000,1221,Uncategorized,,,,
"MARCD-012, MARCD00122",Jori Hulkkonen,Helsinki Mix Sessions,"Turbo, Turbo","CD, Comp, Mixed",4,2000,1222,Uncategorized,,,,
"MARCD-013, MARCD00132",Tiga,Montreal Mix Sessions Vol. 5 - Mixed Emotions,"Turbo, Turbo","2xCD, Comp, Mixed",5,2000,1052,Uncategorized,,,,
"MARCD00142, MARCD0142",Various,Turbo Studio Sessions (Vol.2),"Turbo, Turbo","CD, Comp",5,2001,2947,Uncategorized,,,,
"MARCD0019, MARCD00192",Adam Beyer,Stockholm Mix Sessions V03,"Turbo, Turbo","CD, Comp, Mixed",,2002,63580,Uncategorized,,,,
URLP 151,Theo Parrish,Parallel Dimensions,Ubiquity Records,2xLP,,2004,266309,Uncategorized,,,,
UGET05,"Sugarhill Gang / Roger Troutman / Dells, The",Ugly Edits Vol. 5,Ugly Edits,"12"", W/Lbl, Unofficial",,2003,191181,Uncategorized,,,,
URT 001,Roy Davis & Jay Juniel,The Men From The Nile! Pt. 1,Undaground Therapy Muzik,"12""",3,1996,19858,Uncategorized,,,,
UR-026,Drexciya,Drexciya 2 - Bubble Metropolis,Underground Resistance,"12""",,1993,6061,Uncategorized,,,,
"UR-015, 4W-291",Mad Mike* And DJ Rolando The Aztec Mystic* / Octave One,Aztlan / DayStar Rising,"Underground Resistance, 430 West","12""",5,1998,3056,Uncategorized,,,,
12BS-037,Creative Connection,"You're My Heart, You're My Soul",Unidisc,"12"", Maxi",,1985,502021,Uncategorized,2010-12-28 09:20:56,,,
SPEC-1367,Electric Mind / Jago,Zwei / Can We Go / I'm Going To Go,Unidisc,"12""",,1988,209776,Uncategorized,,,,
SPEC-1566,Universal Robot Band*,Dance And Shake Your Tambourine / Freak With Me,Unidisc,"12""",,1991,2048618,Uncategorized,2010-12-28 06:58:39,,,
UBK-4034,"Flirts, The","Blondes, Brunettes & Redheads",Unidisc,"CD, Album",,1994,136754,Uncategorized,,,,
ULP-13,Plastic Surprise,Bang Bang,Unidisc,"LP, Album",,1980,313624,Uncategorized,,,,
W-12055,Easy Going,A Gay Time Latin Lover,Uniwave,"12""",,1981,194134,Uncategorized,,,,
U13 007,Ural 13 Diktators,Techno Is Dead,Ural 13 Records,"3x12"", Album",,2002,56006,Uncategorized,,,,
W-12074,Tamara (3),Magic Dancer,V.S. Records,"12""",,1981,406231,Uncategorized,,,,
V 7/ 1,Beverly Hills 808303 vs. HOTT,Untitled,Viewlexx,"2x7"", Pin",,1997,67121,Uncategorized,,,,
V-001,Electronome,Music Telex,Viewlexx,"12""",4,1998,36243,Uncategorized,,,,
V-002,I-f,Space Invaders Are Smoking Grass,Viewlexx,"12""",5,1997,29228,Uncategorized,,,,
V-003,'Lectric Workers / Message From The Future*,Robot Is Systematic / Robot Is...,Viewlexx,"12""",,2000,23595,Uncategorized,,,,
V-004,"Parallax Corporation, The",Cocadisco,Viewlexx,"CD, Album",5,2001,13843,Uncategorized,,,,
V-010,Freak Electrique,P.H.A.S.E.R.,Viewlexx,"12""",,2003,208865,Uncategorized,,,,
V-011,Novamen,We Love,Viewlexx,"12""",,2004,238685,Uncategorized,,,,
V-012,Matzo & Pauli*,Matzo & Pauli EP,Viewlexx,"12"", EP",,2004,238684,Uncategorized,,,,
V-015,A Visitor From Another Meaning,Hills Of Honolulu,Viewlexx,"12""",,2004,302972,Uncategorized,,,,
V-016,Mr. Pauli*,Don't Want To Be You,Viewlexx,"12""",,2006,785752,Uncategorized,,,,
V-020,"Isolators, The Feat. Bébé",Interdit Ce Soir,Viewlexx,"12""",,2006,708418,Uncategorized,,,,
V12/ 5,"Parallax Corporation, The",Lift Off,Viewlexx,"12""",5,1999,33619,Uncategorized,,,,
V12/10,"Parallax Corporation, The",Cocadisco I,Viewlexx,"12""",5,2000,35880,Uncategorized,,,,
V12/11,"Parallax Corporation, The",Cocadisco II,Viewlexx,"12""",5,2000,8374,Uncategorized,,,,
V12/12,"Parallax Corporation, The",Autistic Sync,Viewlexx,"12""",5,2001,8163,Uncategorized,,,,
V12/14,Nancy Fortune,The Secret Life Of Nancy Fortune,Viewlexx,"12"", Ltd",3,2001,21291,Uncategorized,,,,
V12/15,Macho Cat Garage,Freedom For The Macho Cat,Viewlexx,"12""",5,2002,37842,Uncategorized,,,,
V12/16,"Parallax Corporation, The",Fear,Viewlexx,"12""",4,2001,36172,Uncategorized,,,,
V12/18,Bangkok Impact,The Floor,Viewlexx,"12""",,2002,71835,Uncategorized,,,,
V12/20,SYD (2),Le Jazz De Jupiter,Viewlexx,"12""",,2003,164722,Uncategorized,,,,
V12/6,Alden Tyrell,Love Explosion,Viewlexx,"12""",5,1999,10443,Uncategorized,,,,
VCD/13,Various,Musique Compacte,Viewlexx,"CD, Comp",5,2000,13842,Uncategorized,,,,
V-005,Various,We Still Kill The Old Way: The Double Double Cross,"Viewlexx, Panama Records","12""",5,2002,70747,Uncategorized,,,,
"V12/17, none",Alden Tyrell,Phaze Me,"Viewlexx, Panama Records","12""",,2003,133693,Uncategorized,,,,
Vik 2.2003,Gabe Catanzaro,Ex-Girlfriend,Viking Music,"12""",,2003,180290,Uncategorized,,,,
"724384526320, 7243 84526320, CDVIR69",Various,Paris Is Sleeping - Respect Is Burning,"Virgin France S.A., Virgin France S.A., Labels","CD, Comp",,1997,90477,Uncategorized,,,,
Vynalogica 3,Bangkok Impact Featuring Kassen,Colour Over Taste,Vynalogica,"12""",5,2003,217715,Uncategorized,,,,
WALL CD 029,Various,Wall Of Sound Presents Tellé,Wall Of Sound,"CD, Comp",,2001,49282,Uncategorized,,,,
WB 56 620,Gino Soccio,Outline,Warner Bros. Records,"LP, Album",,1979,81102,Uncategorized,,,,
WARP LP  90,"Other People Place, The",Lifestyles Of The Laptop Café,Warp Records,"2xLP, Album",5,2001,30845,Uncategorized,,,,
"warplp55 , skalp1",Boards Of Canada,Music Has The Right To Children,"Warp Records, Skam","2xLP, Album, RP",,2004,1182271,Uncategorized,2010-11-16 06:42:49,,,
WM50029-1,Blue 6*,Do Ya Like It?,Wave Music,"12""",3,1998,88,Uncategorized,,,,
WM50034-1,Blue6*,Sweeter Love,Wave Music,"12""",3,1998,1298,Uncategorized,,,,
"WEAN 58043, WEAN 58.043",Disco Circus,Disco Circus,"WEA, WEA Records B.V.",LP,,0,173708,Uncategorized,,,,
WES  22115,Bombers,(Everybody) Get Dancin',West End Records,"12"", Single",,1979,98807,Uncategorized,,,,
WES-22140,Peech Boys,Don't Make Me Wait,West End Records,"12""",,1982,79900,Uncategorized,2010-12-11 15:08:44,,,
WES5005,Shirley Lites,Heat You Up (Melt You Down),West End Records,"12"", RE, RM",,2001,116020,Uncategorized,,,,
SSS 111,Girls On Top (2),Being Scrubbed /  I Wanna Dance With Numbers,What Goes Around Records,"12"", Ltd, Unofficial",3,2001,25626,Uncategorized,,,,
PRO 695,Rose Royce,Do Your Dance,Whitfield Records,"12"", Promo",,1977,247006,Uncategorized,,,,
WBRLP 3,Massive Attack vs. Mad Professor,No Protection,Wild Bunch Records,"LP, Album",5,1995,66861,Uncategorized,2010-11-16 09:40:50,,,
42 78820,Esthero,Breath From Another,Work,"12""",,1998,56060,Uncategorized,,,,
OK 68698,Esthero,Breath From Another,Work,"CD, Album",4,1998,13711,Uncategorized,,,,
XJR 401,Jackass & Mule,1 - 2 - 3 Miami,Xylophone Jones Recordings,"12""",5,2002,35818,Uncategorized,,,,
XJR 402,Oliver Dodd,Olivelected EP,Xylophone Jones Recordings,"12"", EP",,2003,175816,Uncategorized,,,,
ZR-11,World Class Wreckin' Cru,Juice,Z Rock Records,"12""",,0,96649,Uncategorized,,,,
5031,Mr. Flagio,Take A Chance,ZYX Records,"12""",5,1983,34969,Uncategorized,,,,
5113,Scotch,Penguins' Invasion,ZYX Records,"12""",,1983,134532,Uncategorized,,,,
ZYX 1107-7,Valerie Dore,Get Closer,ZYX Records,"7""",,1985,111813,Uncategorized,,,,
ZYX 5177,Camaro's Gang,Ali Shuffle,ZYX Records,"12""",,1984,121870,Uncategorized,,,,
ZYX 5202,Charlie,Space Woman,ZYX Records,"12""",5,1984,28161,Uncategorized,,,,
ZYX 5240,Camaro's Gang,Fuerza Major / Corn Flakes,ZYX Records,"12""",,1985,113016,Uncategorized,,,,
ZYX 55001,Various,ZYX Hyper Mix Vol. 2,ZYX Records,"12""",5,0,138464,Uncategorized,,,,
"ZYX 5479, 5479",Laserdance,Humanoid Invasion (Digital Remix),"ZYX Records, ZYX Records","12""",,1986,134552,Uncategorized,,,,
